Product name,reviews,source
Puma Women's Pacific Maze Sneaker,"5Very good, light weight and comfortable",Flipkart
Puma Women's Pacific Maze Sneaker,5Shoes are really good and comfortable.,Flipkart
Puma Women's Pacific Maze Sneaker,4Comfortable shoes. Good for walking and running.,Flipkart
Puma Women's Pacific Maze Sneaker,"The shoes are good and comfortable. Worth the money.
",Amazon
Puma Women's Pacific Maze Sneaker,"I returned the product due to poor outer sole. Even in a week's time, neither the pickup was made and nor the refund is issued.
",Amazon
Puma Women's Pacific Maze Sneaker,"Nice product
",Amazon
Puma Women's Pacific Maze Sneaker,"Good and light weight
",Amazon
Puma Women's Pacific Maze Sneaker,"I have written this review after 2 years of purchase and I have to say it's gualtiy is so good so light weight afforable in this range
",Amazon
Puma Women's Pacific Maze Sneaker,"She loved it. Comfortable! Would update with update after a month.
",Amazon
Puma Women's Pacific Maze Sneaker,"5Love Them😍😍😍!!!
Great shoes
Must buy
Very comfortable",Flipkart
Puma Women's Pacific Maze Sneaker,"5Best sports shoe for women.
ladies don't miss it , grab it soon until stocks last .",Flipkart
Puma Women's Pacific Maze Sneaker,"5Nice colour and quality, really loved ,",Flipkart
Puma Women's Pacific Maze Sneaker,5Awesome product,Flipkart
Puma Women's Pacific Maze Sneaker,5Great purchase. Very comfortable and gives a classy look✨.,Flipkart
Puma Women's Pacific Maze Sneaker,5Amazing product.. very comfortable and light weight.,Flipkart
Puma Women's Pacific Maze Sneaker,3light weight lets see how long will go but right its in good condition,Flipkart
Puma Women's Pacific Maze Sneaker,"After 2 months shoes condition is very poor it's a cheap material product
",Amazon
Puma Women's Pacific Maze Sneaker,"Very comfortable shoes and received as per the photo loved it must buy
",Amazon
Redmi Note 12 Pro,"It's value for money...camea is good... Battery back up also nice... Looks and performance also upto mark.... Thank u redmi
",Amazon
Redmi Note 12 Pro,"Battery very good, especially charging time. Value for money product. Quality excellent. Display too good. Speed high. Overall very much happy with the product.
",Amazon
Redmi Note 12 Pro,"The Redmi 12 5G comes with a decent set of features at an affordable price, but it has some drawbacks, particularly in heating and battery performance.

Pros:

✅ Display: The 6.79-inch FHD+ display with a 120Hz refresh rate provides a smooth and immersive experience for gaming and media consumption.
✅ Performance: The Snapdragon 4 Gen 2 processor handles daily tasks well and supports 5G connectivity.
✅ Design: The phone has a premium glass back design, which is rare in this price segment.
✅ Camera: The 50MP primary camera captures decent shots in good lighting conditions.
✅ Software: MIUI 14 based on Android 13 offers a feature-rich experience.

Cons:

❌ Heating Issues: The device tends to heat up during gaming, video recording, or extended usage, making it uncomfortable to hold.
❌ Battery Performance: The 5000mAh battery should last longer, but due to software optimizations (or lack of them) and heating issues, the battery drains faster than expected. Heavy users may need to charge twice a day.
❌ Bloatware: MIUI comes with pre-installed apps, some of which cannot be removed easily.

Verdict:

The Redmi 12 5G is a good option if you need a budget-friendly 5G smartphone with a solid display and decent performance. However, the heating problem and fast battery drain could be deal-breakers for power users

Read more",Amazon
Redmi Note 12 Pro,"What an amazing phone it is I have been using it for more than a year but its performance is still the same, what a phone it is
",Amazon
Redmi Note 12 Pro,"Overall good phone....but camera should be improved more.
",Amazon
Redmi Note 12 Pro,"Phone quality charging speed 🚅 battery life good 😊👍.. good mobile quality screen size big... value for money 💰
",Amazon
Redmi Note 12 Pro,"Everything is fine with the phone , Camera is good for this price , packaging was bad it could have damaged the product
",Amazon
Redmi Note 12 Pro,"Very bad product from redmi note 12 pro 5g.
As in description it does not have memory card slot. So we cannot add or increase storage space. Camera is very poor. Also in night also camera quality is less compared to redmi note 11 pro 5g. In redmi note 11 pro 5g they can increase storage by using memory card slot. Battery charge capacity is weak. On charging mobile becomes hot so that we assume it will burst. Main thing is on auto brightness the mobile becomes so dark so that no one can view correctly. So changing manual brightness to max is the only option.
One good thing is that while capturing videos steadiness is always there.
Conclusion.
Battery very weak
Camera not upto mark. Below average
No memory slot available
Side Finger print is not working after several attempts. So we have to draw pattern or type password again and again to open.
If you are gonna buy. Pl remind these points.
",Amazon
Redmi Note 12 Pro,This is a very good mobile.. Design is great and display and profemance is also good..and camera also good,Flipkart
Redmi Note 12 Pro,Nice performance nice camera,Flipkart
Redmi Note 12 Pro,Awesome,Flipkart
Redmi Note 12 Pro,Superb Phone ❤️,Flipkart
Redmi Note 12 Pro,Nice product...🔥,Flipkart
Redmi Note 12 Pro,"The review is after 2 weeks ,
Camara - 8.5/10
The night photography is really good, the selfie is not really good but we can take decent photos with the 16M camera , The video quality is good and stable in 1080 30 fps but when it goes to 60fps the video is not stable same as in 4K , The day light photography is also awesome and the potrait photo as using Gcam will be good for ultra wide shorts.
Display-9.7/10
The display is just awesome, Faced only one issue is that the brightness should be ...
READ MORE",Flipkart
Redmi Note 12 Pro,Camera quality too good,Flipkart
Redmi Note 12 Pro,Camera quality gud,Flipkart
Redmi Note 12 Pro,Best phone.. Picture quality ossam...,Flipkart
Redmi Note 12 Pro,"I am writing this review after 12 days of usage.
This phone looks very decent, light weight, no heating problem, display is fine, smooth operations, charging is fast but not actually in 15 minutes. It will be 80% from 10 within 15 minutes that's for sure. And yes, vedio and sound quality is awsome. I love watching movies at this rather than my lappy.
I am a little disappointed with the camera, it's just better than average. Front camera is also same. Battery backup is one day considering no...
READ MORE",Flipkart
Redmi Note 13 Pro,"I've been using the Redmi Note 13 Pro Plus for a week now, and I must say, it's exceeded my expectations in almost every department! The phone's performance is lightning-fast, thanks to the powerful processor and ample RAM. The display is stunning, with vibrant colors and crisp visuals. Battery life is impressive, easily lasting a day with heavy usage. Cameras are top-notch, capturing detailed photos and videos. The design is sleek and premium, with a comfortable grip. Call quality is top notch, even in low network areas.
Cons: software and security update as given are for 03 years and 04 years respectively, they could have offered for more like for 05 years, though the phone came with Hyper OS and Android 14 out of th the box, comparing to the initial phone which came with MIUI 14 and Android 13. It will be a long wait to see how many updates i will be getting.
Other only minor gripe is the lack of wireless charging, but that's a small trade-off for the incredible value this phone offers. Overall, I'm thoroughly enjoying my Redmi Note 13 Pro Plus experience and would highly recommend it to anyone seeking a high-performance device without breaking the bank. My review - A premium package on a mid range budget.
",Amazon
Redmi Note 13 Pro,Best Phone Ever I Love It..... Awesome 😍😍😍😍😍,Flipkart
Redmi Note 13 Pro,"I've been using the Redmi Note 13 Pro+ for a while now, and I have to say, it's an amazing phone, especially for the price. Here’s why I love it:

Design and Feel:
First off, it looks and feels premium. The sleek design and solid build make it feel way more expensive than it actually is. It's comfortable to hold and use, which is a big plus.

Display:
The screen is gorgeous. The AMOLED display is bright and vibrant, making everything from videos to games look fantastic. Plus, the high refresh rate makes scrolling and animations super smooth.

Performance:
Even though it has a weaker processor compared to other upper mid-range smartphones, the performance is still really good. Apps open quickly, and multitasking is a breeze. I’ve played some pretty graphics-heavy games on it, and it handles them surprisingly well.

Camera:
The camera setup is really impressive. Photos come out clear and vibrant, even in low light. The extra lenses for wide-angle shots and close-ups add a lot of versatility. It’s perfect for snapping great photos on the go.

Battery Life:
Battery life is solid. It easily lasts all day with heavy use, and the fast charging is a lifesaver when you’re in a hurry. No more waiting around for your phone to charge!

Software:
HyperOs is smooth and feature-packed. It takes a bit to get used to if you’re coming from another brand, but it’s intuitive and has a lot of useful features.

Overall, the Redmi Note 13 Pro+ is a fantastic choice if you want a high-quality phone without spending a fortune. It delivers great performance, a beautiful display, and a top-notch camera all at an affordable price. Definitely recommend it!

Bonus: There's no heating issue observed when doing demanding tasks!

Read more",Amazon
Redmi Note 13 Pro,"One of the best in its segment
The camera is good(install gcam for better),
The display is best,
The battery is very good,
The performance is good,
The design is best.",Flipkart
Redmi Note 13 Pro,"Pros:
1. The phone has a premium design and a great display. Scrolling on this phone is butter smooth thanks to its 120 Hz refresh rate.
2. Battery backup is good considering you are not playing heavy games. Can last you for a day. It does have battery saver and ultra battery saver modes which will come handy during emergencies.
3. Outdoor shots on the rear camera are awesome.
4. Dual speakers have good bass and volume.

Cons:
1. Indoor shots are not that great, they are pale and can notice...
READ MORE",Flipkart
Redmi Note 13 Pro,Camera 📷 Quality Very Good. I like this phone,Flipkart
Redmi Note 13 Pro,"Nice design, Awesome Display with above average camera.....",Flipkart
Redmi Note 13 Pro,Super 😊,Flipkart
Redmi Note 13 Pro,Nice camera love it,Flipkart
Redmi Note 13 Pro,Nice Products 👌🏻 but Price 😒,Flipkart
Redmi Note 13 Pro,"Mobile design excellent...while using mobile best experience but camera little bit dull 😞 battery performance good using non stop for 6hours internet using
Overall best for buy
3.8/5.0",Flipkart
Redmi Note 13 Pro,This device is so good but the major problem is camera sum time working well sum time giving over exposed image quality redmi please give camera update and fix this problem,Flipkart
Redmi Note 13 Pro,"First of all let's go with the pros
Display: the best thing I liked about this device is it's display am first time using an amoled curved display and it's soo good it's super smooth with 120hz and the colors are good too and within a week this device fall from about 6 feet and 3-4 times and there was not even a scratch it shows the victus protection does it's job well
• some of the users claim that the 120 watts is not working it's taking about 50 mins but actually if you try to charge the device out of the box it will shows that 120w quick charge but you need to go to settings>battery and switch on the boost charging then only it gives you true 120w potential in 19 mins
• I had test the device dipped in water for 15 mins and still there is no issues found so the ip68 also works good
• And i got and update from miui to xiaomi hyperos
And the ui is also super smooth without any bugs found
• and about gaming the device gives a smooth experience I played freefire in max settings in high fps and still I got about 50fps and i tried e-football ect.. And the device heats up a bit still not overheating in gaming I didn't found any shutters or lags it works smooth
Cons:
I think this stuff is a bit overpriced
The camera is not up to the mark in these price range
But still it can be fixed with a software update
And the battery drains fast I don't think it's 5000 mah my 5 yrs old vivo gives more backup than this but still 120w just full in 19 mins
And the other features are good about these device the cons can be just fixed by an update and after all i love these phone don't mind the negative comments just go for it and i have a suggestion it's bit over priced so you can buy it on offer times and it's not an performance oriented device if you are a gamer or looking that types of phne you can go for iqoo neo 9 Or something and that's all about these device I think this review may help you and i I'll update if I faced any prblms thank you😊

Read more",Amazon
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",Best amoled disple and very very nice mobile,Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)","Colour ws Nice ♡ ❤️
Photo ws ♡♡
♡♡♡♡♡♡♡♡♡♡
I love Samsung ❤️ 😍",Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)","Nice Camera, and perform but the best thing this phone has it's design. Very comfortable while holding and using. I was expecting better camera and performance with this budget but it's okay.",Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",Best quality 👌,Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",Best phone under this price .Camera 👌,Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",Happy purchase 👍😄,Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)","The Galaxy A34 5G is a meaningful upgrade over its predecessor that cuts unnecessary parts and improves in just the right areas to transform into a well-rounded phone for its price range. Its strongest characteristics are without a doubt the amazingly long battery life and the long software support, which is not standard for the mid-range market. In other words, if you are searching for a phone that would not break the bank and nevertheless last you for 3 or 4 years, this is a great option.
P...
READ MORE",Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)",Nice mobile but over priced. Cost of this mobile should be 21-22k,Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)","Hello guys, whoever seeing this I am saying truth.
The phone is great camera battery design everything is good.
You can't find any flaw in this phone. The people who are taking about water drop notch it's actually better than iPhone. Speakers are great all in all 5 star from my site. You will not regret evn 1% after being this.",Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)","PHONE is good.
Looks superb and beautiful.
Good buy
I have seen many videos of proc and cons but according to me the best part in this phone are

1. Elegant look. It's body is of plastic but very premium quality, back part is amazing with camera part looks like S23
2. Excellent Display.
3. 4K video recording.
4. Good battery. I bought portronics adapter for Rs 450.
5. Waterproof in this range.
6. Speaker output is amazing and gives good sounds and effect. Also has equalizer.
7. Split sc...
READ MORE",Flipkart
"SAMSUNG Galaxy A34 5G (Awesome Silver, 128 GB)","It is good at just 17799 rupees. It comes with mediatek dimensity 1080 processor which is sufficient for multitasking and casual gaming. The camera is also good at this price. Battery is not upto mark but can run all day long on single charge. Samsungs one UI is easy and simple to use and comes with many personalisation features which gives your phone a different look.

Conclusion : Samsung a34 is worth the price you pay for it
",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"Good quality
",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"I ordered on 15/03/25 they delivered 17/03/25
Installation 18/03)25 good job
Affordable price , picture quality good sound quality 👌
Overall a complete value for money
",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"I bought this just 10999... superb picture quality satisfied with sound..
",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"Product is good but stand was missing.not fully satisfied
",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"Quality is good . 4 stars for not having google play store*** for apps . Hope its os will get apps to run as monitor more than tv. A bit slow at speed in comparison to modern tv. Felt like old smart tv.sound quality is enough for a single room .voice command was expected .
",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"Product is very good but I will suggest if you are paying 13000 and purchasing in online mode then pls pay 2000 more and go offline and buy from shop. They will give you same model but built quality and RAM and ROM will be more updated version. Also remember if you think online and offline products are same then you are wrong.
",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"NOTE: TV TABLE STAND IS NOT PROVIDED IN THE BOX. No Bluetooth support. Only wifi 2.4ghz is supported, no 5ghz wifi support. PICTURE & AUDIO quality is SUPERB. Supports dolby and hdr.
Buy this Only if u want reliability (samsung displays are very reliable and last long unlike cheap counterparts) , good picture and audio quality.

Bought the bezel less 2022 variant for 14,990 rupees.
Samsung is a reliable brand. Picture & quality is good. Although it's not a full hd 1080p display, at 32 inches its not apparent.

User interface is okay. Netflix app works smooth but prime video app is laggy. Tizen os is fine. So no google play store. Doesn't support chromecast, only supports Mira cast which is a different casting protocol.

Feature wise tizen os is bare minimum. But you can easily buy an android tv box to get google play functionality if u want to run android apps.

Brands like tcl, ifalconn, redmi offer more features because they run google tv\ android tv but their hardware is not reliable.

This samsung 32inches tv is great deal if u buy at 14k inr. Great picture clarity. Good sound quality. HDR works good. Samsung has great after sales customer service. So if u want good quality and reliable TV and don't care too much about having android tv os, go for this. It's a great product.

Read more",Amazon
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),"Good tv with price flatuation, bought at above 15000 but after some days its cost show near 13000, overall tv performance is good but we need some time when we power on the tv to use its all functions like YouTube or samsung tv.
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)",Excellent device I am enjoying this phone and for the crease u will only notice 2/3days after it looks likes these nothing like crease in it only it's camera it's not good and other all things brilliant Performance,Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)",Very Nice Mobile.,Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)",Display Line,Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","The delivery of the product was smooth and efficient.
The performance of the product was excellent.
The camera quality was above average.
I would have recommended this phone as a primary device. However, the battery life limits its usage to a secondary device.
Therefore, it is suitable for those who prioritize style and appearance, but it may not be practical for those who require a primary device with extended battery life.",Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)",Amazing product,Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)",I've waited so long to get this phone and I absolutely love it!,Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","The Samsung Galaxy Z Flip 6 is a remarkable fusion of style and substance. Its sleek design, vibrant AMOLED display, and powerful Snapdragon processor make it a standout choice. The revamped hinge ensures durability, while the camera captures stunning photos. Battery life is also good. The Z Flip 6 is a premium foldable that combines elegance with performance. If you are in the market for a sleek and stylish flip phone, the Galaxy z flip 6 is definitely worth considering.",Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Ive been using this one for 7days.

Pros:
1.Its one of the coolest looking foldable out there.
Aesthetically it's perfect.
Build quality is top notch.
Easy to use with one hand as well.




2. I was pleasantly surprised with the camera performance. I feel it has one of the best cameras right now.
The main advantage is you can use the main camera for selfies as well
Photos came out excellent in natural as well as in artifical lighting conditions.





3. Performance is the best.
Good part is ...
READ MORE",Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Outstanding Profamemc Awesome Camera
Display is wow 😲",Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Don't fall for shine and cuteness of flip, its screen got unresponsive within two months, when I visited service center, I was told it is very delicate piece and requires child like care. No one says so while at the time of sale in in advance, what is the point of a phone if it cannot be kept in pocket or used. Worst money spent
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Just a Lovely product ✨️
Best design and quality so far in FLIP category.
Great main screen as well cover screen experience.

Camera 📷 quality is also great.
Battery 🔋 is sufficient for full day of extensive use.",Flipkart
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Please dont buy this product. I had it purchased for Rs 11000. Within a month the display became non functional which was replaced. After 2 months again the screen becomes non responsive. There was no physical damage. Samsungs authorized service center is the worst and they have found an imaginary scratch and says the damage might be due to this and are not honoring the warranty.
It is a horrible experience. The phone is nothing special and is nowhere near the iphones of past 4 years. Please donot buy this product, It is just a fancy item.
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","I bought flip 5 from store. I have got the screen replaced once and to pay 30k, as they said it got weird colors on the folding line because of a dent.
I have started seeing again a green light on the flip line, even when phone has not fallen.
It is too fragile to be handled. Also, of it is so fragile, they should share handling instructions as phone is bound to fall at times
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Charging is not up to the mark, it's getting down very fast.
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","All over youtube - display doesn't work after 20 days of light usage. Did not drop it, been in a case since day 1 and the display won't switch on. Absolutely horrible reliability. DO NOT BUY.
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Best phone in flip series with fast processor, great camera and best battery backup in flip category !!!!
Best purchase
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","ओल्ड फोन दे दिया हमको नहीं लेना न्यू चाहिए
",Amazon
"Samsung Galaxy Z Flip 6 5G (256GB, Mint)","Got my phone well in time, completely sealed pack.
",Amazon
Samsung Galaxy Z Fold 6 Smartphone,Very nice 👌,Flipkart
Samsung Galaxy Z Fold 6 Smartphone,Best ph,Flipkart
Samsung Galaxy Z Fold 6 Smartphone,Best phone,Flipkart
Samsung Galaxy Z Fold 6 Smartphone,Best phone ever👌,Flipkart
Samsung Galaxy Z Fold 6 Smartphone,Great foldable with great design.,Flipkart
Samsung Galaxy Z Fold 6 Smartphone,Amazing Phone with Amazing Features. just loved it. The high range Samsung phones are unbeatable.,Flipkart
Samsung Galaxy Z Fold 6 Smartphone,Awesome looking,Flipkart
Samsung Galaxy Z Fold 6 Smartphone,"Excellent phone
",Amazon
Samsung Galaxy Z Fold 6 Smartphone,"This is one of the best phone for Samsung. It got incredible features.
",Amazon
Samsung Galaxy Z Fold 6 Smartphone,"Samsung has been on the epitome in smartphone market since very long and it is clearly seen in the quality of this product.
Battery stays for the day with moderate usage. Only Superfast charging (25W) is supported and not Superfast 2.0 (45W) like S24 Ultra series.

Camera preview on the rear screen is the most used feature by me and because of Nice Camera Quality, it outshines other phones in this range.
",Amazon
Samsung Galaxy Z Fold 6 Smartphone,"I have been using various samsung fones from Note series to S series to humble M or A. My son is apple guy and has latest Phone. BUT fold6 is THE BEST! It's a beast! Seriously! The only cons is camera quality that should have been better, but otherwise this is superb! The processing, speed, split screen, editing. AI...the list is endless. Plus the admiration and attention otherwise gets in large screen is worth the money! Btw, there is gst added to interest for emi option that makes the fone a lot more expensive then the emi mentioned. Unfortunately that is not clearly mentioned while purchasing.
",Amazon
Samsung Galaxy Z Fold 6 Smartphone,"I bought this phone just a month ago for my wife. She was so cautious that she did not even want to use it before we got a Cover for it. She uses her phone for both personal and office related work. It was working fine for the first 2-3 weeks, but since a week she started complaining that the screen is freezing. It does not respond at all. This kept repeating again and again at least 15-20 times a day over the last couple of days. We tried multiple things like waiting for a little while, clearing the cache, closing all apps and finally hard booting if required. But today morning, the screen did not respond even after hard booting. We are able to use the limited features that are accessible on the small screen on the top, but the main screen did not work. we finally took it to the authorized service center and to our surprise, they could not replicate the problem there. The moment we left that place and came home, the same problem re-started again. We had to go back to the service center and they said they'll have to reinstall the OS to fix the issue. I hope they'll be able to fix it for good before returning it to us.

However, my concern is that a phone that costs ~1.2 Lakhs crashing like this within a month of buying it, is completely unacceptable. We do not have any 3rd party apps installed, no physical damage or any other things that we can think of that could cause this kind of an issue. I have been a loyal Android user and Samsung is supposed to be producing the best of the Android devices in the market. I am absolutely disappointed by this experience.

Update: At the Service center, they diagnosed that it was a hardware issue and had to replace the touchscreen. For some reason they also replaced the battery. I still don't understand what the battery had to do with the touch screen not working. I hope the issue is fixed for good now. Nevertheless. I am really disappointed with this incident. I feel like we are using a refurbished phone and not a new one though we paid for a new one!

Read more",Amazon
Samsung Galaxy Z Fold 6 Smartphone,"Best Flip from Samsung
",Amazon
Samsung Galaxy Z Fold 6 Smartphone,"Good product nothing exceptional
Your craze of flip lasts for 4-5 days and you have to unfold it every time for usage as it is not an easy to use as compared to normal straight phones then you start thinking i might have purchased some other phone and would have saved approx 40k, and that is it.
",Amazon
Samsung Galaxy Z Fold 6 Smartphone,"Pros
Camera quality is excellent. All three camera set ups are good in their use cases environment.
Software of the phone is it's USP. Smooth surface in comparison to other samsung phones.

Cons
Battery usage is only on a concern if you use tab screen them your battery will only lasts 6-7 hours continuously.
Of your usage is on moderate side the it will lasts 24 hours in single charge
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Nice performance of camera and other features..
Samsung always great..,",Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Best Phone in 2025 still
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Good one
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Having previously used the Microsoft Lumia 950, Nokia 7.2, and Sony phones, I can confidently say the Samsung Galaxy S24 Ultra is on a whole different level. The performance is incredibly smooth, the camera is breathtaking, and the display is the most vibrant I’ve ever seen. It’s a complete package that outshines everything I’ve used before. Totally worth the investment!
Review after 40 days of use.
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","This is better than any flagship phone in the android category. Really impressed with processor, build quality, charging speed and the AI features. Best upgrade I had so far.
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Best mobile ever used
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Costly font only camera is outstanding.. s pen have some advantage but no more use of taking notes like diary or etc . UI also not better than one ui of one plus. No alert slider . Data saver mode stopped Hotspot. Low sound and worst battery and also charging speed poor. Not worth more than 50k. Bulky also.
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","I have been using this phone for like 4 months now. And I have to say the experience has been amazing so far. Its amazing features are already mentioned for all over the internet so I will mention some of small features which I really find good to have.
- Screen has very little reflection, you can watch a movie in sun light
- Circle to search, AI related features are really good to have
- I use this phone without case and all, so phone feels so premium. You can even make it stand vertically on a table. And click your photos from the s pen
- Gaming performance is also very good. I like to play Genshin Impact on ultra settings. Colours are very vibrant there.
- Camera is top notch
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","I recently upgraded to the Samsung Galaxy S24 Ultra, and I couldn’t be happier! From the moment I unboxed it, the sleek design and premium feel set a new standard. The screen is stunning – bright, vibrant, and incredibly responsive, making streaming and gaming a real pleasure.

Performance-wise, this phone is a beast. Multitasking is a breeze, and apps open instantly, thanks to the top-tier processor. Battery life is also fantastic, easily lasting me a full day with heavy use, and fast charging means I’m never stuck waiting long when I need a boost.

The camera quality is next-level! Low-light photos come out crisp, the zoom is mind-blowing, and colors are captured beautifully. It’s like having a professional camera in my pocket.

Overall, the Galaxy S24 Ultra is worth every penny. It’s a true flagship device that feels future-proof, and I’d highly recommend it to anyone looking for a powerful, feature-packed smartphone!
",Amazon
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)",Superb product great in every aspect. Go for it,Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","What a fantastic mobile it is. Camera is the best, performance is the best, look and feel is very rich. Display is Ultra HD. The best of best.",Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)",Best in night photography,Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Best mobile for photography
Charging wise also good
No issues at all.
Giving my review after using it almost 50 days.",Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)",Amazing Products 👏 🤩,Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Android King 🤴
All-rounder phone 📱
All in one 💯🎊",Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)",Excellent,Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Awesome Display and Camera.
Battery performance is also good.",Flipkart
"Samsung S24 Ultra 5G (Titanium Gray, 256GB)","Awesome product. Best display, best camera, best performance in comparison with any mobile in market. Just loved this phone. It's really Awesome.",Flipkart
Sony WH-1000XM5 Wireless Noise Canceling Headphones,"4 star rating just for bad packing from seller as there are no packing material on the box. seller slapped bill on original box. for such premium device it is disappointing.
Build and design: I had used these headphones for more than week and I would say device is very comfortable for longer use ( watching movies) , quite light weight , controls are easy to use, touch response is fast with almost no delay.
Audio: Well I am not used to over the ears devices so I cant compare to others but its great overall. bit bassy for my liking and little less bright u can say but it can be easily fixed by eq. so no problems there ( may be brand had tuned it for more neutral profile) .After eq tuning these are mostly excellent for songs , movies podcast etc.
also audio quality depends upon you device too. as I tested it on low end mobile and high end devices, u can observe difference.
noise cancellation: I bought these for work at home , typically coding, study research papers , as people can get really vocal and for analysing complex articles you need silence. As per all reviews these are one of the best but you need to keep your expectation realistic. You can easily hear person talking at moderate volume in same room( reduce by a bit ) or even to next room if someone it talking loud or moderately loud.
But if in next room people are talking a moderately low volume you wont hear them same is for tv, at high volume you will definitly hear it.( you can play some white noise or music than you minimise other noise.)
what more to consider: These cut other background noise like of ac ( almost completely ) , birds, other typical noises. It can get little uncomfortable( unnatural silence 😂) for some in begining. you also hear people because it cut other backgroud noise so much that even little things are more highlighted.
for other: If you are buying these for listening music and watching movies while travel It will cut every thing while playing music or movies. Maybe these are designed for this purpose.
Pass though mode: As per my opinion its great , almost natural with no delay,
Battery I didnt tested extensively that how much time it can go but I feel more than sufficient easily last for couple of days if using 5-6 hours a day, charging is also fast so no worries there.
Biggest bummer for me. Its no surprise that there is no dolby atmos support. I think for this price it should be there, As sony 360 audio is not supported at all platforms n very less content is available. so for spatial audio doby should had been there. I had used other product with dolby it makes huge impact.

Read more",Amazon
